order_id,order_date,customer_id,customer_name,customer_type,product_id,product_name,category,unit_price,quantity,discount_rate,subtotal,total_amount,sales_amount,region,salesperson,status,review_flag
O0191,2026-08-17,C007,個人顧客A,個人,P010,オフィスチェア,オフィス家具,32000,2,0.00,64000,64000,64000,中部,伊藤,完了,通常
O0192,2026-08-11,C001,青空商事,法人,P005,ワイヤレスマウス,周辺機器,3600,10,0.05,36000,34200,34200,関西,佐藤,完了,通常
O0193,2026-03-15,C008,個人顧客B,個人,P010,オフィスチェア,オフィス家具,30400,1,0.00,30400,30400,30400,中部,田中,完了,通常
O0194,2026-01-17,C003,さくら物流,法人,P010,オフィスチェア,オフィス家具,32000,30,0.05,960000,912000,912000,九州,鈴木,処理中,要レビュー
O0195,2026-07-07,C006,ひかり企画,法人,P007,ヘッドセット,周辺機器,8900,3,0.00,26700,26700,26700,東北,伊藤,完了,通常
O0196,2026-07-18,C002,みらい工業,法人,P009,USBメモリ 64GB,ストレージ,1800,20,0.10,36000,32400,32400,九州,高橋,完了,通常
O0197,2026-09-09,C002,みらい工業,法人,P004,USB-Cハブ,IT機器,6200,20,0.05,124000,117800,117800,東北,佐藤,保留,要レビュー
O0198,2026-06-13,C006,ひかり企画,法人,P011,デスク,オフィス家具,23600,10,0.05,236000,224200,224200,関西,鈴木,完了,通常
O0199,2026-07-05,C004,東都サービス,法人,P009,USBメモリ 64GB,ストレージ,1700,30,0.10,51000,45900,45900,東北,佐藤,完了,通常
O0200,2026-07-04,C010,個人顧客D,個人,P009,USBメモリ 64GB,ストレージ,1800,1,0.10,1800,1620,1620,関東,佐藤,完了,通常
O0201,2026-06-08,C008,個人顧客B,個人,P007,ヘッドセット,周辺機器,9300,1,0.00,9300,9300,9300,関西,高橋,完了,通常
O0202,2026-02-07,C008,個人顧客B,個人,P008,外付けSSD 1TB,ストレージ,15200,1,0.05,15200,14440,14440,九州,鈴木,処理中,通常
O0203,2026-03-08,C009,個人顧客C,個人,P007,ヘッドセット,周辺機器,8500,3,0.00,25500,25500,25500,関西,高橋,完了,通常
O0204,2026-04-26,C009,個人顧客C,個人,P006,キーボード,周辺機器,6500,3,0.00,19500,19500,19500,九州,高橋,完了,通常
O0205,2026-03-06,C005,北斗システム,法人,P011,デスク,オフィス家具,26000,10,0.05,260000,247000,247000,九州,鈴木,完了,通常
O0206,2026-03-29,C010,個人顧客D,個人,P011,デスク,オフィス家具,26000,1,0.10,26000,23400,23400,関東,佐藤,完了,通常
O0207,2026-01-24,C010,個人顧客D,個人,P011,デスク,オフィス家具,24800,2,0.05,49600,47120,47120,関東,田中,完了,通常
O0208,2026-05-29,C005,北斗システム,法人,P011,デスク,オフィス家具,24800,3,0.10,74400,66960,66960,東北,佐藤,完了,通常
O0209,2026-01-31,C008,個人顧客B,個人,P003,Webカメラ,IT機器,7800,1,0.00,7800,7800,7800,中部,高橋,完了,通常
O0210,2026-06-26,C003,さくら物流,法人,P007,ヘッドセット,周辺機器,8900,10,0.00,89000,89000,89000,関東,高橋,完了,通常
O0211,2026-08-19,C003,さくら物流,法人,P004,USB-Cハブ,IT機器,5900,1,0.15,5900,5015,5015,東北,鈴木,処理中,要レビュー
O0212,2026-03-23,C010,個人顧客D,個人,P006,キーボード,周辺機器,6500,1,0.00,6500,6500,0,東北,田中,キャンセル,通常
O0213,2026-06-07,C001,青空商事,法人,P008,外付けSSD 1TB,ストレージ,13800,30,0.05,414000,393300,0,関西,伊藤,キャンセル,通常
O0214,2026-06-30,C001,青空商事,法人,P001,ノートPC,IT機器,98000,10,0.10,980000,882000,882000,東北,高橋,完了,要レビュー
O0215,2026-01-05,C007,個人顧客A,個人,P002,モニター24インチ,IT機器,26800,3,0.05,80400,76380,76380,中部,佐藤,処理中,通常
O0216,2026-07-25,C010,個人顧客D,個人,P001,ノートPC,IT機器,102900,1,0.00,102900,102900,102900,九州,田中,完了,通常
O0217,2026-05-24,C010,個人顧客D,個人,P010,オフィスチェア,オフィス家具,30400,1,0.00,30400,30400,30400,中部,伊藤,完了,通常
O0218,2026-07-07,C004,東都サービス,法人,P003,Webカメラ,IT機器,8200,10,0.05,82000,77900,77900,関西,高橋,完了,通常
O0219,2026-08-31,C008,個人顧客B,個人,P009,USBメモリ 64GB,ストレージ,1800,2,0.00,3600,3600,3600,九州,高橋,完了,通常
O0220,2026-03-25,C010,個人顧客D,個人,P007,ヘッドセット,周辺機器,8900,2,0.00,17800,17800,17800,東北,伊藤,完了,通常
O0221,2026-06-03,C001,青空商事,法人,P008,外付けSSD 1TB,ストレージ,14500,5,0.00,72500,72500,72500,中部,佐藤,完了,通常
O0222,2026-08-31,C010,個人顧客D,個人,P005,ワイヤレスマウス,周辺機器,4000,1,0.00,4000,4000,4000,九州,伊藤,完了,通常
O0223,2026-07-14,C004,東都サービス,法人,P003,Webカメラ,IT機器,7400,10,0.10,74000,66600,66600,東北,高橋,完了,通常
O0224,2026-08-03,C007,個人顧客A,個人,P003,Webカメラ,IT機器,7800,1,0.05,7800,7410,7410,関東,鈴木,保留,要レビュー
O0225,2026-04-17,C006,ひかり企画,法人,P009,USBメモリ 64GB,ストレージ,1800,10,0.05,18000,17100,17100,九州,高橋,完了,通常
O0226,2026-07-01,C005,北斗システム,法人,P011,デスク,オフィス家具,26000,10,0.15,260000,221000,221000,中部,鈴木,完了,要レビュー
O0227,2026-06-02,C004,東都サービス,法人,P005,ワイヤレスマウス,周辺機器,3800,5,0.05,19000,18050,18050,中部,高橋,保留,要レビュー
O0228,2026-03-04,C009,個人顧客C,個人,P010,オフィスチェア,オフィス家具,32000,3,0.00,96000,96000,96000,関西,高橋,完了,通常
O0229,2026-01-22,C002,みらい工業,法人,P005,ワイヤレスマウス,周辺機器,3800,30,0.10,114000,102600,102600,関西,鈴木,処理中,通常
O0230,2026-05-19,C005,北斗システム,法人,P009,USBメモリ 64GB,ストレージ,1800,2,0.10,3600,3240,3240,関東,伊藤,完了,通常
O0231,2026-04-26,C004,東都サービス,法人,P011,デスク,オフィス家具,23600,2,0.05,47200,44840,44840,関西,佐藤,完了,通常
O0232,2026-03-22,C008,個人顧客B,個人,P007,ヘッドセット,周辺機器,8900,2,0.05,17800,16910,16910,中部,佐藤,完了,通常
O0233,2026-02-15,C010,個人顧客D,個人,P011,デスク,オフィス家具,24800,1,0.05,24800,23560,23560,関西,田中,保留,要レビュー
O0234,2026-04-01,C007,個人顧客A,個人,P001,ノートPC,IT機器,98000,1,0.05,98000,93100,93100,中部,佐藤,処理中,通常
O0235,2026-01-05,C010,個人顧客D,個人,P005,ワイヤレスマウス,周辺機器,4000,1,0.10,4000,3600,3600,九州,伊藤,完了,通常
O0236,2026-09-10,C009,個人顧客C,個人,P003,Webカメラ,IT機器,7800,1,0.05,7800,7410,7410,東北,高橋,完了,通常
O0237,2026-04-06,C006,ひかり企画,法人,P001,ノートPC,IT機器,98000,10,0.10,980000,882000,882000,東北,田中,完了,要レビュー
O0238,2026-06-17,C007,個人顧客A,個人,P002,モニター24インチ,IT機器,25500,1,0.00,25500,25500,25500,関西,佐藤,完了,通常
O0239,2026-05-14,C004,東都サービス,法人,P007,ヘッドセット,周辺機器,8900,20,0.15,178000,151300,151300,九州,佐藤,完了,要レビュー
O0240,2026-05-14,C006,ひかり企画,法人,P011,デスク,オフィス家具,24800,1,0.00,24800,24800,24800,東北,伊藤,完了,通常
O0241,2026-06-09,C002,みらい工業,法人,P012,LEDデスクライト,オフィス家具,4800,5,0.05,24000,22800,0,東北,鈴木,キャンセル,通常
O0242,2026-08-21,C010,個人顧客D,個人,P012,LEDデスクライト,オフィス家具,4800,1,0.00,4800,4800,4800,九州,鈴木,完了,通常
O0243,2026-05-07,C010,個人顧客D,個人,P011,デスク,オフィス家具,23600,1,0.00,23600,23600,23600,九州,佐藤,完了,通常
O0244,2026-02-01,C009,個人顧客C,個人,P009,USBメモリ 64GB,ストレージ,1800,2,0.00,3600,3600,3600,九州,田中,完了,通常
O0245,2026-03-01,C004,東都サービス,法人,P011,デスク,オフィス家具,26000,10,0.10,260000,234000,234000,関東,田中,完了,通常
O0246,2026-03-09,C007,個人顧客A,個人,P009,USBメモリ 64GB,ストレージ,1800,2,0.00,3600,3600,3600,中部,佐藤,完了,通常
O0247,2026-07-22,C001,青空商事,法人,P005,ワイヤレスマウス,周辺機器,3800,10,0.00,38000,38000,38000,関東,伊藤,完了,通常
O0248,2026-01-31,C008,個人顧客B,個人,P002,モニター24インチ,IT機器,25500,1,0.00,25500,25500,25500,東北,高橋,完了,通常
O0249,2026-07-15,C007,個人顧客A,個人,P008,外付けSSD 1TB,ストレージ,14500,1,0.10,14500,13050,13050,関西,高橋,処理中,通常
O0250,2026-03-02,C009,個人顧客C,個人,P003,Webカメラ,IT機器,7800,1,0.05,7800,7410,7410,関東,佐藤,完了,通常
O0251,2026-06-02,C009,個人顧客C,個人,P008,外付けSSD 1TB,ストレージ,14500,1,0.05,14500,13775,13775,中部,鈴木,完了,通常
O0252,2026-05-22,C002,みらい工業,法人,P004,USB-Cハブ,IT機器,5900,20,0.05,118000,112100,112100,関東,鈴木,処理中,通常
O0253,2026-04-16,C002,みらい工業,法人,P002,モニター24インチ,IT機器,28100,1,0.10,28100,25290,25290,関東,鈴木,完了,通常
O0254,2026-01-23,C008,個人顧客B,個人,P007,ヘッドセット,周辺機器,8900,1,0.05,8900,8455,8455,関西,伊藤,処理中,通常
O0255,2026-05-29,C010,個人顧客D,個人,P004,USB-Cハブ,IT機器,6200,2,0.05,12400,11780,11780,関西,高橋,処理中,通常
O0256,2026-03-15,C009,個人顧客C,個人,P011,デスク,オフィス家具,24800,1,0.00,24800,24800,24800,九州,鈴木,完了,通常
O0257,2026-08-07,C008,個人顧客B,個人,P009,USBメモリ 64GB,ストレージ,1700,5,0.10,8500,7650,7650,九州,高橋,完了,通常
O0258,2026-08-02,C003,さくら物流,法人,P007,ヘッドセット,周辺機器,8900,5,0.10,44500,40050,40050,関西,高橋,完了,通常
O0259,2026-03-15,C001,青空商事,法人,P008,外付けSSD 1TB,ストレージ,15200,5,0.05,76000,72200,72200,東北,鈴木,完了,通常
O0260,2026-05-11,C006,ひかり企画,法人,P004,USB-Cハブ,IT機器,5900,30,0.10,177000,159300,159300,関西,佐藤,完了,通常
O0261,2026-05-18,C010,個人顧客D,個人,P007,ヘッドセット,周辺機器,9300,1,0.00,9300,9300,9300,九州,伊藤,処理中,通常
O0262,2026-04-22,C004,東都サービス,法人,P008,外付けSSD 1TB,ストレージ,14500,5,0.15,72500,61625,61625,関西,佐藤,完了,要レビュー
O0263,2026-09-03,C010,個人顧客D,個人,P004,USB-Cハブ,IT機器,6200,1,0.00,6200,6200,6200,中部,田中,完了,通常
O0264,2026-08-27,C006,ひかり企画,法人,P009,USBメモリ 64GB,ストレージ,1800,3,0.05,5400,5130,5130,関東,田中,完了,通常
O0265,2026-06-13,C006,ひかり企画,法人,P004,USB-Cハブ,IT機器,6200,5,0.10,31000,27900,27900,関西,佐藤,完了,通常
O0266,2026-05-14,C010,個人顧客D,個人,P009,USBメモリ 64GB,ストレージ,1900,2,0.00,3800,3800,3800,関西,田中,完了,通常
O0267,2026-05-06,C009,個人顧客C,個人,P008,外付けSSD 1TB,ストレージ,14500,1,0.05,14500,13775,0,東北,田中,キャンセル,通常
O0268,2026-03-28,C006,ひかり企画,法人,P012,LEDデスクライト,オフィス家具,4800,2,0.05,9600,9120,9120,九州,佐藤,完了,通常
O0269,2026-01-18,C001,青空商事,法人,P002,モニター24インチ,IT機器,25500,5,0.10,127500,114750,114750,関西,佐藤,完了,通常
O0270,2026-04-22,C008,個人顧客B,個人,P009,USBメモリ 64GB,ストレージ,1800,1,0.00,1800,1800,1800,東北,田中,保留,要レビュー
O0271,2026-01-09,C009,個人顧客C,個人,P001,ノートPC,IT機器,102900,1,0.00,102900,102900,102900,九州,高橋,完了,通常
O0272,2026-01-09,C007,個人顧客A,個人,P009,USBメモリ 64GB,ストレージ,1800,1,0.00,1800,1800,1800,関西,伊藤,完了,通常
O0273,2026-05-10,C005,北斗システム,法人,P006,キーボード,周辺機器,6500,1,0.15,6500,5525,5525,関西,鈴木,完了,要レビュー
O0274,2026-06-03,C002,みらい工業,法人,P011,デスク,オフィス家具,23600,2,0.05,47200,44840,44840,関東,佐藤,完了,通常
O0275,2026-03-29,C008,個人顧客B,個人,P002,モニター24インチ,IT機器,26800,2,0.00,53600,53600,0,関東,伊藤,キャンセル,通常
O0276,2026-01-22,C004,東都サービス,法人,P004,USB-Cハブ,IT機器,6500,5,0.00,32500,32500,32500,中部,伊藤,完了,通常
O0277,2026-01-17,C006,ひかり企画,法人,P003,Webカメラ,IT機器,7400,30,0.10,222000,199800,199800,東北,佐藤,処理中,通常
O0278,2026-06-03,C010,個人顧客D,個人,P003,Webカメラ,IT機器,7800,2,0.05,15600,14820,14820,九州,高橋,完了,通常
O0279,2026-07-16,C003,さくら物流,法人,P012,LEDデスクライト,オフィス家具,4600,10,0.15,46000,39100,39100,東北,鈴木,完了,要レビュー
O0280,2026-02-08,C010,個人顧客D,個人,P006,キーボード,周辺機器,6800,5,0.00,34000,34000,34000,関東,高橋,処理中,通常
O0281,2026-08-19,C004,東都サービス,法人,P008,外付けSSD 1TB,ストレージ,14500,10,0.05,145000,137750,137750,九州,田中,完了,通常
O0282,2026-02-13,C005,北斗システム,法人,P010,オフィスチェア,オフィス家具,32000,20,0.00,640000,640000,640000,関西,田中,完了,要レビュー
O0283,2026-06-12,C002,みらい工業,法人,P006,キーボード,周辺機器,6200,1,0.05,6200,5890,5890,中部,佐藤,完了,通常
O0284,2026-03-09,C003,さくら物流,法人,P002,モニター24インチ,IT機器,26800,5,0.10,134000,120600,120600,関東,佐藤,完了,通常
O0285,2026-07-01,C002,みらい工業,法人,P009,USBメモリ 64GB,ストレージ,1900,10,0.05,19000,18050,18050,中部,田中,完了,通常
O0286,2026-07-18,C009,個人顧客C,個人,P002,モニター24インチ,IT機器,26800,2,0.00,53600,53600,53600,関西,高橋,完了,通常
O0287,2026-06-04,C008,個人顧客B,個人,P005,ワイヤレスマウス,周辺機器,3800,1,0.00,3800,3800,3800,東北,佐藤,完了,通常
O0288,2026-07-04,C004,東都サービス,法人,P005,ワイヤレスマウス,周辺機器,3800,10,0.00,38000,38000,38000,中部,佐藤,完了,通常
O0289,2026-07-22,C010,個人顧客D,個人,P006,キーボード,周辺機器,6500,2,0.00,13000,13000,13000,九州,鈴木,完了,通常
O0290,2026-06-03,C010,個人顧客D,個人,P006,キーボード,周辺機器,6500,1,0.00,6500,6500,6500,中部,高橋,完了,通常
O0291,2026-09-09,C004,東都サービス,法人,P010,オフィスチェア,オフィス家具,32000,5,0.10,160000,144000,144000,関東,伊藤,完了,通常
O0292,2026-04-13,C009,個人顧客C,個人,P010,オフィスチェア,オフィス家具,32000,2,0.00,64000,64000,0,東北,鈴木,キャンセル,通常
O0293,2026-08-13,C002,みらい工業,法人,P005,ワイヤレスマウス,周辺機器,3800,10,0.00,38000,38000,38000,中部,鈴木,完了,通常
O0294,2026-08-05,C002,みらい工業,法人,P007,ヘッドセット,周辺機器,8900,30,0.05,267000,253650,253650,九州,田中,完了,通常
O0295,2026-01-19,C009,個人顧客C,個人,P006,キーボード,周辺機器,6800,2,0.00,13600,13600,13600,中部,鈴木,処理中,通常
O0296,2026-01-23,C007,個人顧客A,個人,P010,オフィスチェア,オフィス家具,32000,5,0.00,160000,160000,160000,中部,鈴木,完了,通常
O0297,2026-04-24,C006,ひかり企画,法人,P008,外付けSSD 1TB,ストレージ,14500,5,0.10,72500,65250,65250,関西,高橋,完了,通常
O0298,2026-01-13,C002,みらい工業,法人,P008,外付けSSD 1TB,ストレージ,14500,5,0.15,72500,61625,61625,関西,高橋,完了,要レビュー
O0299,2026-06-09,C008,個人顧客B,個人,P006,キーボード,周辺機器,6500,1,0.00,6500,6500,6500,東北,高橋,完了,通常
O0300,2026-02-04,C001,青空商事,法人,P005,ワイヤレスマウス,周辺機器,3600,1,0.05,3600,3420,3420,関西,鈴木,完了,通常
